strategy,symbol,signal_date,signal_time,score,entry,stop,target_1r,target_2r,reason,volume_ratio,volume_ratio_tod,vwap_dist,day_change_at_signal,trade_result_1r,realized_r_1r,target_2r_before_stop,first_1r_at,first_2r_at,first_stop_at,return_1d,mfe_1d,mae_1d,result_1d,return_5d,mfe_5d,mae_5d,result_5d,return_15d,mfe_15d,mae_15d,result_15d,return_30d,mfe_30d,mae_30d,result_30d,return_3m,mfe_3m,mae_3m,result_3m
V2,AVGO,2026-08-17,2026-08-17T12:00:00-04:00,69.0,398.2449951171875,392.27192834343,404.218061890945,410.19112866470255,trend 2/3; confirmed OR breakout; time-normalized volume 1.6x; controlled 15m momentum; near support; tradable daily range,1.1025646727178222,1.6362205246433124,0.0073979197533973196,0.013371854279744966,STOP,-1.0,False,,,2026-08-17T15:50:00-04:00,-0.045813495061799214,-0.03129981918347191,-0.053321411723740275,DOWN,-0.09914747413195657,-0.03129981918347191,-0.10203520512208253,DOWN,-0.07453953702508842,-0.03129981918347191,-0.14040354362386487,DOWN,,,,PENDING,,,,PENDING
V3,AVGO,2026-08-17,2026-08-17T12:00:00-04:00,81.0,398.2449951171875,392.27192834343,404.218061890945,410.19112866470255,trend 2/3; confirmed OR breakout; time-normalized volume 1.6x; controlled 15m momentum; near support; tradable daily range; broad market bull trend; tight VWAP proximity,1.1025646727178222,1.6362205246433124,0.0073979197533973196,0.013371854279744966,STOP,-1.0,False,,,2026-08-17T15:50:00-04:00,-0.045813495061799214,-0.03129981918347191,-0.053321411723740275,DOWN,-0.09914747413195657,-0.03129981918347191,-0.10203520512208253,DOWN,-0.07453953702508842,-0.03129981918347191,-0.14040354362386487,DOWN,,,,PENDING,,,,PENDING
V2,TSLA,2026-06-30,2026-06-30T15:00:00-04:00,65.0,422.7749938964844,416.4333689880371,429.11661880493165,435.4582437133789,trend 2/3; confirmed OR breakout; time-normalized volume 1.9x; controlled 15m momentum; tradable daily range,1.3188471897258405,1.8622175411719646,0.01776362533407605,0.02655156773462619,WIN_1R,1.0,False,2026-07-01T11:05:00-04:00,,2026-07-02T09:40:00-04:00,0.0059724296208081284,0.02385427615320923,-0.011081538942061653,UP,-0.0679202808880448,0.02385427615320923,-0.0791792480321386,DOWN,-0.11534500581838902,0.02385427615320923,-0.1261782318983713,DOWN,-0.22533258945344536,0.02385427615320923,-0.29659982454963874,DOWN,,,,PENDING
V1,TSLA,2026-07-16,2026-07-16T10:30:00-04:00,69.0,393.0299987792969,387.1345487976074,398.92544876098634,404.8208987426758,holding above VWAP; opening-range breakout; volume 1.8x; 15m momentum; near support; enough daily range,1.7583390740756724,0.8670577510008323,0.008542181677828387,-0.0036251906575019976,STOP,-1.0,False,,,2026-07-16T13:40:00-04:00,-0.031015450421766566,-0.018675409919567842,-0.04022593086455917,DOWN,-0.18660152295162125,-0.016334665159591255,-0.1966516774418624,DOWN,-0.18700862587660483,-0.016334665159591255,-0.24336563161479163,DOWN,-0.0972444885617123,-0.016334665159591255,-0.24336563161479163,DOWN,,,,PENDING
V3,TSLA,2026-08-13,2026-08-13T13:00:00-04:00,69.0,335.8299865722656,331.8929492840586,339.76702386047265,343.70406114867967,confirmed OR breakout; time-normalized volume 1.5x; near support; tradable daily range; broad market bull trend; tight VWAP proximity,1.4688194085201258,1.5208006878094102,0.009467209711996327,0.025403732889247133,WIN_1R,1.0,True,2026-08-13T14:45:00-04:00,2026-08-14T09:30:00-04:00,2026-08-18T09:30:00-04:00,0.019176377032729564,0.045945936367534745,-0.0014888485840808263,UP,0.02769263818716694,0.04701786372946204,-0.014024928217851729,UP,0.12071586864146289,0.14355484590498935,-0.014024928217851729,UP,,,,PENDING,,,,PENDING
V1,TSLA,2026-08-21,2026-08-21T10:30:00-04:00,70.0,358.04998779296875,354.0566390453054,362.0433365406321,366.0366852882954,holding above VWAP; opening-range breakout; volume 3.5x; positive 1M trend; enough daily range,3.5103875273385756,2.0900508476759794,0.009452311078918196,0.03743511930973131,WIN_1R,1.0,True,2026-08-21T11:00:00-04:00,2026-08-21T15:35:00-04:00,2026-08-24T09:35:00-04:00,-0.025415377450590193,0.014495189549921683,-0.027342489487821142,DOWN,-0.025973992766468612,0.014495189549921683,-0.043345872204430314,DOWN,0.0025695111272181492,0.07258768785933056,-0.043345872204430314,UP,,,,PENDING,,,,PENDING
V3,TSLA,2026-08-21,2026-08-21T12:00:00-04:00,71.0,361.4537048339844,357.42239426633347,365.4850154016353,369.5163259692862,trend 2/3; confirmed OR breakout; time-normalized volume 1.6x; tradable daily range; broad market bull trend; tight VWAP proximity,1.698451161298433,1.638779235547423,0.011342386531147053,0.04729724950084968,WIN_1R,1.0,False,2026-08-21T15:05:00-04:00,2026-09-03T09:30:00-04:00,2026-08-24T09:30:00-04:00,-0.03459279144115035,0.004941947963186699,-0.03650175635748221,DOWN,-0.03514614641955094,0.004941947963186699,-0.05235443931437678,DOWN,-0.0068714293976375185,0.06248740408211173,-0.05235443931437678,DOWN,,,,PENDING,,,,PENDING
V1,TSLA,2026-08-31,2026-08-31T10:30:00-04:00,78.0,363.8949890136719,359.3558242551383,368.43415377220543,372.973318530739,opening-range breakout; volume 3.3x; 15m momentum; near support; positive 1M trend; enough daily range,3.2699136540840907,1.8472056561573023,0.013955769433579235,0.043426491795474975,WIN_1R,1.0,False,2026-08-31T13:50:00-04:00,2026-09-03T09:30:00-04:00,2026-09-01T09:30:00-04:00,-0.021448475278366685,-0.003283850678679534,-0.030049871223104208,DOWN,0.011720454464068553,0.05535943098818863,-0.03840386926958328,UP,,,,PENDING,,,,PENDING,,,,PENDING
V2,TSLA,2026-08-31,2026-08-31T12:00:00-04:00,77.0,363.8340148925781,359.2956107149539,368.37241907020234,372.91082324782656,trend 3/3; confirmed OR breakout; time-normalized volume 2.2x; near support; tradable daily range,2.43336107100513,2.227993849584299,0.006782684725069377,0.04325165560595878,WIN_1R,1.0,False,2026-08-31T13:50:00-04:00,2026-09-03T09:30:00-04:00,2026-09-01T09:30:00-04:00,-0.021284482037705943,-0.003116813269594121,-0.029887319470969564,DOWN,0.01189000641077631,0.055536296292444165,-0.038242717545119764,UP,,,,PENDING,,,,PENDING,,,,PENDING
V3,TSLA,2026-08-31,2026-08-31T12:00:00-04:00,93.0,363.8340148925781,359.2956107149539,368.37241907020234,372.91082324782656,trend 3/3; confirmed OR breakout; time-normalized volume 2.2x; near support; tradable daily range; broad market bull trend; tight VWAP proximity; strong time-normalized volume,2.43336107100513,2.227993849584299,0.006782684725069377,0.04325165560595878,WIN_1R,1.0,False,2026-08-31T13:50:00-04:00,2026-09-03T09:30:00-04:00,2026-09-01T09:30:00-04:00,-0.021284482037705943,-0.003116813269594121,-0.029887319470969564,DOWN,0.01189000641077631,0.055536296292444165,-0.038242717545119764,UP,,,,PENDING,,,,PENDING,,,,PENDING
V2,TSLA,2026-09-08,2026-09-08T11:30:00-04:00,65.0,366.5201110839844,361.0223094177246,372.01791275024414,377.5157144165039,trend 3/3; confirmed OR breakout; time-normalized volume 1.9x; tradable daily range,1.2959432424378496,1.8919313703091376,0.011905609711332588,0.035133656189234586,WIN_1R,1.0,False,2026-09-09T09:30:00-04:00,,2026-09-10T09:30:00-04:00,0.0035192788488318527,0.024336703737869225,-0.0014190519653782818,UP,-0.027120270378399702,0.024336703737869225,-0.03402302606024865,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V3,TSLA,2026-09-08,2026-09-08T11:30:00-04:00,69.0,366.5201110839844,361.0223094177246,372.01791275024414,377.5157144165039,trend 3/3; confirmed OR breakout; time-normalized volume 1.9x; tradable daily range; sideways market: neutral; tight VWAP proximity,1.2959432424378496,1.8919313703091376,0.011905609711332588,0.035133656189234586,WIN_1R,1.0,False,2026-09-09T09:30:00-04:00,,2026-09-10T09:30:00-04:00,0.0035192788488318527,0.024336703737869225,-0.0014190519653782818,UP,-0.027120270378399702,0.024336703737869225,-0.03402302606024865,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V1,AMD,2026-07-10,2026-07-10T15:00:00-04:00,74.0,556.27001953125,547.9259692382813,564.6140698242187,572.9581201171875,holding above VWAP; opening-range breakout; volume 2.9x; positive 1M trend; enough daily range,2.9274528014513046,4.8241753664652265,0.007530337835274681,0.017467898265802972,STOP,-1.0,False,2026-07-14T09:30:00-04:00,2026-07-14T09:30:00-04:00,2026-07-13T09:30:00-04:00,-0.0393334246221827,-0.007909871572388982,-0.052762211858597086,DOWN,-0.1087781250850347,0.03223253464367937,-0.1726859703083018,DOWN,-0.14403081744775692,0.03223253464367937,-0.23772631295748659,DOWN,-0.14924410199422244,0.03223253464367937,-0.23772631295748659,DOWN,,,,PENDING
V2,AMD,2026-07-10,2026-07-10T15:00:00-04:00,74.0,556.27001953125,547.9259692382813,564.6140698242187,572.9581201171875,trend 3/3; confirmed OR breakout; time-normalized volume 4.8x; controlled 15m momentum,2.9274528014513046,4.8241753664652265,0.007530337835274681,0.017467898265802972,STOP,-1.0,False,2026-07-14T09:30:00-04:00,2026-07-14T09:30:00-04:00,2026-07-13T09:30:00-04:00,-0.0393334246221827,-0.007909871572388982,-0.052762211858597086,DOWN,-0.1087781250850347,0.03223253464367937,-0.1726859703083018,DOWN,-0.14403081744775692,0.03223253464367937,-0.23772631295748659,DOWN,-0.14924410199422244,0.03223253464367937,-0.23772631295748659,DOWN,,,,PENDING
V2,AMD,2026-07-22,2026-07-22T15:30:00-04:00,68.0,560.3300170898438,551.9250668334961,568.7349673461914,577.1399176025391,trend 2/3; confirmed OR breakout; time-normalized volume 2.0x; controlled 15m momentum,1.409758818919484,2.0462094341668973,0.016432340343717433,0.02920490169161427,STOP,-1.0,False,,,2026-07-22T15:55:00-04:00,-0.03683546127982662,-0.0068531521395417405,-0.0630521585713637,DOWN,-0.23338035718740058,-0.0068531521395417405,-0.24324953893857237,DOWN,-0.1381329253357707,-0.0068531521395417405,-0.24324953893857237,DOWN,-0.18430213692209108,-0.0068531521395417405,-0.24324953893857237,DOWN,,,,PENDING
V1,AMD,2026-09-08,2026-09-08T10:30:00-04:00,71.0,498.3599853515625,491.61093639974996,505.10903430337504,511.8580832551876,holding above VWAP; opening-range breakout; volume 3.3x; near support; enough daily range,3.2989390225627626,1.5794778799740619,0.009160231360210824,0.04353283855455681,WIN_1R,1.0,True,2026-09-08T11:05:00-04:00,2026-09-08T13:15:00-04:00,2026-09-14T09:30:00-04:00,0.04562964704787298,0.05704710151583625,0.016052653172698994,UP,0.011718490703761075,0.05704710151583625,-0.03617866463852992,UP,,,,PENDING,,,,PENDING,,,,PENDING
V1,AMD,2026-09-14,2026-09-14T14:00:00-04:00,68.0,497.2149963378906,490.7954596125048,503.6345330632764,510.0540697886622,opening-range breakout; volume 2.4x; near support; positive 1M trend; enough daily range,2.398123796693522,3.374137329078078,0.017226113463350012,-0.03664775999453185,WIN_1R,1.0,True,2026-09-15T09:30:00-04:00,2026-09-15T09:50:00-04:00,,0.014048280765035281,0.03309430868630381,0.0005933317174808828,UP,,,,PENDING,,,,PENDING,,,,PENDING,,,,PENDING
V2,AMD,2026-09-14,2026-09-14T14:00:00-04:00,83.0,497.2149963378906,490.7954596125048,503.6345330632764,510.0540697886622,trend 3/3; confirmed OR breakout; time-normalized volume 3.4x; controlled 15m momentum; near support; tradable daily range,2.398123796693522,3.374137329078078,0.017226113463350012,-0.03664775999453185,WIN_1R,1.0,True,2026-09-15T09:30:00-04:00,2026-09-15T09:50:00-04:00,,0.014048280765035281,0.03309430868630381,0.0005933317174808828,UP,,,,PENDING,,,,PENDING,,,,PENDING,,,,PENDING
V1,AMD,2026-09-17,2026-09-17T11:00:00-04:00,70.0,542.719970703125,535.2510874935022,550.1888539127478,557.6577371223707,opening-range breakout; volume 2.1x; 15m momentum; positive 1M trend; enough daily range,2.1160017564590077,1.8861969828431624,0.013188288564768946,0.058965796493902545,WIN_1R,1.0,True,2026-09-17T12:10:00-04:00,2026-09-18T15:55:00-04:00,,0.0315080290834695,0.03167379748184973,-0.0021925513533403995,UP,,,,PENDING,,,,PENDING,,,,PENDING,,,,PENDING
V1,MU,2026-09-01,2026-09-01T11:00:00-04:00,70.0,958.7210083007812,944.3401931762695,973.101823425293,987.4826385498047,opening-range breakout; volume 1.5x; 15m momentum; near support; positive 1M trend; enough daily range,1.454878979671173,0.87539013107714,0.016619655714077863,-9.358388859737055e-06,STOP,-1.0,False,2026-09-04T09:30:00-04:00,2026-09-04T09:30:00-04:00,2026-09-01T12:30:00-04:00,-0.0027547025548322335,-0.0007520522597697088,-0.03291993696079343,DOWN,0.07202200706214823,0.08728192601264917,-0.04155641012663547,UP,,,,PENDING,,,,PENDING,,,,PENDING
V1,MU,2026-09-10,2026-09-10T10:00:00-04:00,74.0,991.1845092773438,982.1400146484375,1000.22900390625,1009.2734985351562,VWAP reclaim; volume 1.6x; 15m momentum; near support; positive 1M trend; enough daily range,1.5973343295277955,0.6571215616639249,0.0012736472094883045,-0.03559698138557532,STOP,-1.0,False,2026-09-18T14:00:00-04:00,2026-09-18T14:50:00-04:00,2026-09-10T11:15:00-04:00,-0.016066130334632667,0.002830432609440825,-0.02401621915165597,DOWN,-0.01380621786282854,0.002830432609440825,-0.08937239521226148,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V3,PLTR,2026-07-13,2026-07-13T14:30:00-04:00,71.0,129.61500549316406,127.6707804107666,131.55923057556151,133.503455657959,confirmed OR breakout; time-normalized volume 1.4x; controlled 15m momentum; tradable daily range; broad market bull trend; tight VWAP proximity,1.0207361699910888,1.415320590248986,0.00616837329613551,0.022280972925608378,STOP,-1.0,False,2026-07-14T10:10:00-04:00,2026-07-14T10:50:00-04:00,2026-07-14T09:30:00-04:00,0.031670682818861984,0.047640994724907904,-0.053813260871894086,UP,0.040388846881063145,0.05605060434172948,-0.053813260871894086,UP,-0.03059062453609407,0.05605060434172948,-0.0904602523365553,DOWN,0.35701880133720265,0.4075530973227339,-0.0904602523365553,UP,,,,PENDING
V3,PLTR,2026-08-07,2026-08-07T14:30:00-04:00,77.0,170.9199981689453,168.35619819641113,173.4837981414795,176.04759811401368,trend 3/3; confirmed OR breakout; time-normalized volume 2.0x; controlled 15m momentum; tradable daily range; already >5% up; broad market bull trend; tight VWAP proximity; strong time-normalized volume,0.50485857574265,2.038228980826206,0.013732866104649855,0.09620318224828939,WIN_1R,1.0,True,2026-08-10T09:30:00-04:00,2026-08-10T09:40:00-04:00,2026-08-12T10:40:00-04:00,0.025216461530344514,0.050784039477876686,-0.00029255237709746584,UP,0.01825412561790185,0.05417736137396245,-0.015094792058823248,UP,0.0899250835586547,0.10209453039540639,-0.015094792058823248,UP,,,,PENDING,,,,PENDING
V2,PLTR,2026-08-10,2026-08-10T12:00:00-04:00,65.0,178.10009765625,175.42859619140626,180.77159912109374,183.4431005859375,trend 3/3; confirmed OR breakout; time-normalized volume 1.6x; tradable daily range,0.8129670588064963,1.575001561037397,0.00863869286115393,0.0354055191204139,STOP,-1.0,False,2026-08-21T11:50:00-04:00,2026-08-27T09:40:00-04:00,2026-08-10T15:15:00-04:00,-0.01774336598592452,-0.0008989058229083025,-0.03020827336058496,DOWN,-0.031162782488779905,0.011678236266583264,-0.054801212614702166,DOWN,0.04649018914376746,0.05766362621967436,-0.054801212614702166,UP,,,,PENDING,,,,PENDING
V3,PLTR,2026-08-10,2026-08-10T12:00:00-04:00,77.0,178.10009765625,175.42859619140626,180.77159912109374,183.4431005859375,trend 3/3; confirmed OR breakout; time-normalized volume 1.6x; tradable daily range; broad market bull trend; tight VWAP proximity,0.8129670588064963,1.575001561037397,0.00863869286115393,0.0354055191204139,STOP,-1.0,False,2026-08-21T11:50:00-04:00,2026-08-27T09:40:00-04:00,2026-08-10T15:15:00-04:00,-0.01774336598592452,-0.0008989058229083025,-0.03020827336058496,DOWN,-0.031162782488779905,0.011678236266583264,-0.054801212614702166,DOWN,0.04649018914376746,0.05766362621967436,-0.054801212614702166,UP,,,,PENDING,,,,PENDING
V2,PLTR,2026-08-13,2026-08-13T14:30:00-04:00,71.0,177.0,174.345,179.655,182.31,trend 3/3; confirmed OR breakout; time-normalized volume 1.4x; controlled 15m momentum; tradable daily range,0.7462452980352035,1.4098652295639773,0.00992258052753936,0.03484569076132216,WIN_1R,1.0,False,2026-08-13T15:35:00-04:00,2026-08-21T11:55:00-04:00,2026-08-14T15:20:00-04:00,-0.01672320177326092,0.017966060315148358,-0.018079078803628135,DOWN,-0.017175103311484863,0.017966060315148358,-0.04084182997881358,DOWN,0.031242930956479453,0.06423726054908196,-0.06378527280301027,UP,,,,PENDING,,,,PENDING
V3,PLTR,2026-08-13,2026-08-13T14:30:00-04:00,83.0,177.0,174.345,179.655,182.31,trend 3/3; confirmed OR breakout; time-normalized volume 1.4x; controlled 15m momentum; tradable daily range; broad market bull trend; tight VWAP proximity,0.7462452980352035,1.4098652295639773,0.00992258052753936,0.03484569076132216,WIN_1R,1.0,False,2026-08-13T15:35:00-04:00,2026-08-21T11:55:00-04:00,2026-08-14T15:20:00-04:00,-0.01672320177326092,0.017966060315148358,-0.018079078803628135,DOWN,-0.017175103311484863,0.017966060315148358,-0.04084182997881358,DOWN,0.031242930956479453,0.06423726054908196,-0.06378527280301027,UP,,,,PENDING,,,,PENDING
V2,PLTR,2026-08-27,2026-08-27T12:00:00-04:00,65.0,185.1199951171875,182.3431951904297,187.8967950439453,190.6735949707031,trend 3/3; confirmed OR breakout; time-normalized volume 1.5x; tradable daily range,1.9030254739752994,1.545940638429849,0.007886048123473932,0.04292954995598586,WIN_1R,1.0,False,2026-08-28T11:20:00-04:00,,2026-09-01T09:30:00-04:00,0.006320214994629092,0.017556180238351038,-0.003997354439786771,UP,-0.013990905392208264,0.017556180238351038,-0.10485084764092123,DOWN,-0.04040620097685266,0.017556180238351038,-0.11111707329296416,DOWN,,,,PENDING,,,,PENDING
V3,PLTR,2026-08-27,2026-08-27T12:00:00-04:00,69.0,185.1199951171875,182.3431951904297,187.8967950439453,190.6735949707031,trend 3/3; confirmed OR breakout; time-normalized volume 1.5x; tradable daily range; sideways market: neutral; tight VWAP proximity,1.9030254739752994,1.545940638429849,0.007886048123473932,0.04292954995598586,WIN_1R,1.0,False,2026-08-28T11:20:00-04:00,,2026-09-01T09:30:00-04:00,0.006320214994629092,0.017556180238351038,-0.003997354439786771,UP,-0.013990905392208264,0.017556180238351038,-0.10485084764092123,DOWN,-0.04040620097685266,0.017556180238351038,-0.11111707329296416,DOWN,,,,PENDING,,,,PENDING
V2,PLTR,2026-08-28,2026-08-28T11:30:00-04:00,71.0,188.31500244140625,185.7598149847151,190.8701898980974,193.42537735478857,trend 3/3; confirmed OR breakout; time-normalized volume 1.4x; controlled 15m momentum; tradable daily range,1.687319441032774,1.4100815405858549,0.009537627091445788,0.012827461192793654,STOP,-1.0,False,,,2026-08-28T12:15:00-04:00,-0.01027532343948978,-0.0019913442643354484,-0.02402893607311707,DOWN,-0.07426386867240153,-0.0019913442643354484,-0.12003820956629596,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V3,PLTR,2026-08-28,2026-08-28T11:30:00-04:00,83.0,188.31500244140625,185.7598149847151,190.8701898980974,193.42537735478857,trend 3/3; confirmed OR breakout; time-normalized volume 1.4x; controlled 15m momentum; tradable daily range; broad market bull trend; tight VWAP proximity,1.687319441032774,1.4100815405858549,0.009537627091445788,0.012827461192793654,STOP,-1.0,False,,,2026-08-28T12:15:00-04:00,-0.01027532343948978,-0.0019913442643354484,-0.02402893607311707,DOWN,-0.07426386867240153,-0.0019913442643354484,-0.12003820956629596,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V1,PLTR,2026-08-31,2026-08-31T12:30:00-04:00,84.0,187.75999450683594,185.3366966584864,190.18329235518547,192.606590203535,holding above VWAP; opening-range breakout; volume 2.0x; 15m momentum; positive 1M trend; enough daily range,2.0470825518838978,2.3600735410176794,0.010069183369848522,0.007890929591936047,STOP,-1.0,False,,,2026-09-01T09:30:00-04:00,-0.04175541418438411,-0.00644435178141245,-0.04266081562195778,DOWN,-0.09299100961809226,-0.00644435178141245,-0.11743709223514043,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V2,PLTR,2026-08-31,2026-08-31T12:30:00-04:00,79.0,187.75999450683594,185.3366966584864,190.18329235518547,192.606590203535,trend 3/3; confirmed OR breakout; time-normalized volume 2.4x; controlled 15m momentum; tradable daily range,2.0470825518838978,2.3600735410176794,0.010069183369848522,0.007890929591936047,STOP,-1.0,False,,,2026-09-01T09:30:00-04:00,-0.04175541418438411,-0.00644435178141245,-0.04266081562195778,DOWN,-0.09299100961809226,-0.00644435178141245,-0.11743709223514043,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V3,PLTR,2026-08-31,2026-08-31T12:30:00-04:00,95.0,187.75999450683594,185.3366966584864,190.18329235518547,192.606590203535,trend 3/3; confirmed OR breakout; time-normalized volume 2.4x; controlled 15m momentum; tradable daily range; broad market bull trend; tight VWAP proximity; strong time-normalized volume,2.0470825518838978,2.3600735410176794,0.010069183369848522,0.007890929591936047,STOP,-1.0,False,,,2026-09-01T09:30:00-04:00,-0.04175541418438411,-0.00644435178141245,-0.04266081562195778,DOWN,-0.09299100961809226,-0.00644435178141245,-0.11743709223514043,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V1,PLTR,2026-09-01,2026-09-01T10:00:00-04:00,74.0,183.44000244140625,181.3000030517578,185.5800018310547,187.72000122070312,VWAP reclaim; volume 1.6x; 15m momentum; near support; positive 1M trend; enough daily range,1.5642821155820434,0.6476308874224607,0.001498714493670894,-0.015774237388043844,WIN_1R,1.0,False,2026-09-01T10:15:00-04:00,,2026-09-01T14:25:00-04:00,-0.0762101806665888,-0.031999536846182064,-0.09665283194270735,DOWN,-0.07582862776374233,0.013028779752725095,-0.09665283194270735,DOWN,,,,PENDING,,,,PENDING,,,,PENDING
V2,PLTR,2026-09-14,2026-09-14T15:30:00-04:00,63.0,173.82000732421875,171.21270721435548,176.42730743408202,179.0346075439453,confirmed OR breakout; time-normalized volume 1.6x; controlled 15m momentum; near support; tradable daily range,2.739375399548975,1.5722091581272521,0.01683351999713656,0.03940687535157572,STOP,-1.0,False,2026-09-15T13:15:00-04:00,,2026-09-15T09:30:00-04:00,-0.007248934026764631,0.015935961897097117,-0.02514100904290828,DOWN,,,,PENDING,,,,PENDING,,,,PENDING,,,,PENDING
V1,NFLX,2026-08-13,2026-08-13T15:30:00-04:00,70.0,78.0199966430664,77.21204172821777,78.82795155791504,79.63590647276368,opening-range breakout; volume 2.9x; 15m momentum; positive 1M trend; enough daily range,2.8520941343973423,1.7153008936307728,0.01302557932552939,0.051340757385764935,STOP,-1.0,False,2026-08-18T10:45:00-04:00,2026-08-19T09:55:00-04:00,2026-08-17T09:40:00-04:00,0.0017945017311842282,0.009100317154785209,-0.003332408587831459,UP,0.02717255623940651,0.04024618244228062,-0.03268386993182337,UP,0.05960012465973552,0.07152014959168262,-0.03268386993182337,UP,,,,PENDING,,,,PENDING
V1,NFLX,2026-08-25,2026-08-25T11:30:00-04:00,76.0,81.71499633789062,80.91939554923097,82.51059712655028,83.30619791520994,holding above VWAP; opening-range breakout; volume 1.9x; 15m momentum; positive 1M trend; enough daily range,1.8663804762354368,1.2533445501472606,0.007166216932543934,0.021309763231315948,STOP,-1.0,False,2026-09-02T09:50:00-04:00,2026-09-03T09:30:00-04:00,2026-08-25T14:10:00-04:00,-0.0031205686207652628,0.008627569756468167,-0.005078545000685275,DOWN,-0.011075063572844268,0.008627569756468167,-0.029798662029244416,DOWN,-0.06492067446035443,0.023068007351257913,-0.08180869923742462,DOWN,,,,PENDING,,,,PENDING
V2,CRM,2026-07-02,2026-07-02T12:00:00-04:00,63.0,166.6652069091797,164.44800758772186,168.8824062306375,171.09960555209534,confirmed OR breakout; time-normalized volume 1.6x; controlled 15m momentum; near support; tradable daily range,1.1360624613293302,1.5757925668734523,0.008894335511148377,0.021045220067116954,STOP,-1.0,False,2026-07-07T09:30:00-04:00,2026-07-07T10:50:00-04:00,2026-07-06T09:30:00-04:00,-0.006091331427371838,0.00632882130040624,-0.025771496472762667,DOWN,-0.02007137330579034,0.03428908816431586,-0.06111180234030977,DOWN,-0.018031377411050986,0.05258917520426287,-0.06909188322053483,DOWN,0.17727035145846148,0.2264107049521582,-0.06909188322053483,UP,,,,PENDING
V2,CRM,2026-07-07,2026-07-07T13:00:00-04:00,65.0,171.8800048828125,169.68364505260925,174.07636471301575,176.272724543219,confirmed OR breakout; time-normalized volume 3.3x; near support; tradable daily range,1.8734092931751152,3.324709748502712,0.008985580771172952,0.037609485154713074,STOP,-1.0,False,2026-07-16T14:05:00-04:00,2026-07-27T13:30:00-04:00,2026-07-07T15:20:00-04:00,-0.030835483483790616,-0.02530838945740932,-0.04130792356188495,DOWN,-0.025133856187426362,0.005119790545871972,-0.08959744425055804,DOWN,0.05596925089539306,0.0736559695349781,-0.09733541139782154,UP,0.14114494890418672,0.18920169938233333,-0.09733541139782154,UP,,,,PENDING
V3,CRM,2026-07-07,2026-07-07T13:00:00-04:00,73.0,171.8800048828125,169.68364505260925,174.07636471301575,176.272724543219,confirmed OR breakout; time-normalized volume 3.3x; near support; tradable daily range; sideways market: neutral; tight VWAP proximity; strong time-normalized volume,1.8734092931751152,3.324709748502712,0.008985580771172952,0.037609485154713074,STOP,-1.0,False,2026-07-16T14:05:00-04:00,2026-07-27T13:30:00-04:00,2026-07-07T15:20:00-04:00,-0.030835483483790616,-0.02530838945740932,-0.04130792356188495,DOWN,-0.025133856187426362,0.005119790545871972,-0.08959744425055804,DOWN,0.05596925089539306,0.0736559695349781,-0.09733541139782154,UP,0.14114494890418672,0.18920169938233333,-0.09733541139782154,UP,,,,PENDING
V2,CRM,2026-07-16,2026-07-16T13:00:00-04:00,69.0,172.8000030517578,170.4167593748675,175.18324672864813,177.56649040553845,trend 3/3; confirmed OR breakout; time-normalized volume 1.6x; near support; tradable daily range,0.8571870228208148,1.5725521748609133,0.017003130431988644,0.03473055719615448,WIN_1R,1.0,False,2026-07-17T09:35:00-04:00,2026-07-28T09:30:00-04:00,2026-07-17T11:15:00-04:00,-0.011747677913459542,0.015219847092454497,-0.017650480311879768,DOWN,-0.09184033620197973,0.015219847092454497,-0.10214125488173065,DOWN,0.08084491304388908,0.12812499420510415,-0.10214125488173065,UP,0.4586226770856172,0.4726851344517402,-0.10214125488173065,UP,,,,PENDING
V1,CRM,2026-07-20,2026-07-20T15:30:00-04:00,74.0,173.52000427246094,171.18347431223458,175.8565342326873,178.19306419291365,holding above VWAP; opening-range breakout; volume 1.4x; near support; positive 1M trend; enough daily range,1.4438264973444697,1.5122960353782657,0.0091806120471416,0.016103530662284316,STOP,-1.0,False,2026-07-27T13:30:00-04:00,2026-07-28T09:30:00-04:00,2026-07-21T09:30:00-04:00,-0.019940102747083244,-0.0062817633116707405,-0.03797839692495664,DOWN,0.00046105249587857777,0.01976713111645312,-0.10586681606537995,UP,0.1382548965173258,0.14211611224144072,-0.10586681606537995,UP,0.48420932574743847,0.5187297849849193,-0.10586681606537995,UP,,,,PENDING
V2,CRM,2026-07-20,2026-07-20T15:30:00-04:00,69.0,173.52000427246094,171.18347431223458,175.8565342326873,178.19306419291365,trend 3/3; confirmed OR breakout; time-normalized volume 1.5x; near support; tradable daily range,1.4438264973444697,1.5122960353782657,0.0091806120471416,0.016103530662284316,STOP,-1.0,False,2026-07-27T13:30:00-04:00,2026-07-28T09:30:00-04:00,2026-07-21T09:30:00-04:00,-0.019940102747083244,-0.0062817633116707405,-0.03797839692495664,DOWN,0.00046105249587857777,0.01976713111645312,-0.10586681606537995,UP,0.1382548965173258,0.14211611224144072,-0.10586681606537995,UP,0.48420932574743847,0.5187297849849193,-0.10586681606537995,UP,,,,PENDING
