run_date,symbol,sector,expiry,dte,spot,return_1m,return_vs_spy_1m,volume_ratio,atm_iv,put_iv,call_iv,raw_skew,normalized_skew,put_delta,call_delta,put_strike,call_strike,put_oi,call_oi,put_volume,call_volume,put_spread_pct,call_spread_pct,quality_score,quality_label,catalyst_flag,days_to_earnings,quadrant,price_source,options_source,skew_change_5obs,skew_change_20obs,skew_percentile,divergence_score,history_observations,research_state,entry_score,signal_reason,in_portfolio
2026-09-02,UNH,Healthcare,2026-10-16,44.0,399.6600036621094,-0.0193595494226033,-0.0113603223620625,0.7976725787617004,0.3128508500353137,0.3428916063802924,0.2979524525393648,0.0449391538409276,0.1436440202603093,-0.2273088979609209,0.2712695562260053,370.0,430.0,1575.0,1540.0,92.0,152.0,0.0601503759398495,0.0689655172413793,82.3,HIGH,False,55.0,FEAR,yfinance,yfinance-validated-mid,0.0175039738965145,,,3.4,7,DON'T ADD,13.0,price weakness and puts agree; high quote quality; history mature but skew not yet strengthening,False
2026-09-02,COST,Consumer Defensive,2026-10-16,44.0,928.47998046875,-0.0204357183268517,-0.0124364912663109,1.2573137422762666,0.2373399100057418,0.2425072056852853,0.2393960064687359,0.0031111992165493,0.013108622213913,-0.2307807836155553,0.2138280106454941,880.0,1000.0,733.0,720.0,81.0,171.0,0.1095890410958905,0.0941828254847645,71.8,HIGH,True,22.0,FEAR,yfinance,yfinance-validated-mid,0.0376996536014754,,,3.3,7,DON'T ADD,1.0,price weakness and puts agree; high quote quality; bullish skew fading,False
2026-09-02,WMT,Consumer Defensive,2026-10-16,44.0,106.08999633789062,-0.0466698505062538,-0.038670623445713,0.906421647547736,0.2243280537461174,0.2290597506414143,0.2262683135482945,0.0027914370931198,0.0124435488406592,-0.1994084904630577,0.1772571815838273,100.0,115.0,8257.0,12624.0,442.0,1004.0,0.0307692307692308,0.0779220779220779,68.2,MEDIUM,False,78.0,FEAR,yfinance,yfinance-validated-mid,0.0186283150650005,,,9.7,8,DON'T ADD,3.0,price weakness and puts agree; medium quote quality; history mature but skew not yet strengthening,False
2026-09-02,CAT,Industrials,2026-10-16,44.0,792.280029296875,-0.0961279015705547,-0.0881286745100139,0.9662200317069154,0.3614543366384519,0.3501504549611248,0.3663429402349883,-0.0161924852738635,-0.0447981491229422,-0.2195012881911424,0.2345154940174684,730.0,880.0,913.0,200.0,50.0,27.0,0.2524271844660194,0.276923076923077,30.4,LOW,False,57.0,CONTRARIAN BID,yfinance,yfinance-validated-mid,-0.0241226784959441,,,11.1,8,WATCH,66.1,price/options divergence; call-side skew strengthening; history confirmed,False
2026-09-02,GE,Industrials,2026-10-16,44.0,329.5,-0.1266433389893203,-0.1186441119287795,0.7517042806131519,0.2968096932389675,0.3086166801885112,0.2927012831852478,0.0159153970032634,0.053621554032097,-0.252098521096303,0.3100704216508225,310.0,350.0,1144.0,1849.0,290.0,2523.0,0.0799999999999998,0.1027667984189723,67.0,MEDIUM,False,48.0,FEAR,yfinance,yfinance-validated-mid,-0.0584764008187486,,,36.2,6,DON'T ADD,18.0,price weakness and puts agree; medium quote quality; call-side skew strengthening; history confirmed,False
2026-09-02,SNDK,Technology,2026-10-16,44.0,1553.4000244140625,0.0881046985381779,0.0961039255987187,0.6309279318865512,0.6986688564242057,0.7104091847083154,0.7221619521193352,-0.0117527674110198,-0.0168216563583077,-0.286236420526575,0.1940017113708906,1400.0,2000.0,686.0,841.0,90.0,182.0,0.0638569604086845,0.0455153949129853,74.8,HIGH,False,65.0,CHASE,yfinance,yfinance-validated-mid,0.0238289830526556,,,0.0,7,HOLD / WATCH,43.0,momentum and calls agree; high quote quality; history mature but skew not yet strengthening,True
2026-09-02,NVO,Healthcare,2026-10-16,44.0,46.77000045776367,0.0697299952535841,0.0777292223141249,1.154677312155605,0.3443016289248215,0.3538571578535232,0.3576531635747331,-0.0037960057212099,-0.0110252331162767,-0.1894497743994028,0.2033327431885427,42.5,52.5,7130.0,3136.0,76.0,1006.0,0.078740157480315,0.08,70.9,HIGH,False,63.0,CHASE,yfinance,yfinance-validated-mid,0.0010155853932277,,,0.0,7,HOLD / WATCH,43.0,momentum and calls agree; high quote quality; history mature but skew not yet strengthening,True
2026-09-02,RGTI,Technology,2026-10-16,44.0,14.869999885559082,-0.1478510466807435,-0.1398518196202027,0.6801356488629677,0.68964180007197,0.6646011048697098,0.7244067783644806,-0.0598056734947708,-0.0867199080573851,-0.236161205803171,0.269417582191669,13.0,18.0,1833.0,11925.0,46.0,282.0,0.2429906542056075,0.165137614678899,60.1,MEDIUM,False,69.0,CONTRARIAN BID,yfinance,yfinance-validated-mid,0.0054980848854572,,,30.8,6,WATCH,73.3,price/options divergence; medium quote quality; history mature but skew not yet strengthening,True
2026-09-02,NBIS,Communication Services,2026-10-16,44.0,204.08999633789065,-0.0959068336512867,-0.0879076065907459,0.4596584580107339,0.7957779038415453,0.7984219877922673,0.8366960227715113,-0.038274034979244,-0.0480963781407848,-0.2386288472465108,0.2114141155867757,175.0,270.0,1153.0,752.0,46.0,92.0,0.0926430517711171,0.1204819277108433,69.3,MEDIUM,False,69.0,CONTRARIAN BID,yfinance,yfinance-validated-mid,-0.0254499794222888,,,25.5,7,ADD CANDIDATE,81.2,price/options divergence; medium quote quality; call-side skew strengthening; history confirmed,True
2026-09-02,MP,Basic Materials,2026-10-16,44.0,54.70000076293945,0.1523067064738794,0.1603059335344202,0.4848876220793163,0.6180104358696297,0.6283521300152154,0.6563537003747075,-0.0280015703594921,-0.0453092192854152,-0.2935690609335775,0.2669847357359616,50.0,65.0,676.0,661.0,69.0,65.0,0.3018108651911469,0.2038567493112948,54.1,MEDIUM,False,64.0,CHASE,yfinance,yfinance-validated-mid,0.0328265502237061,,,0.0,7,HOLD / WATCH,23.3,momentum and calls agree; medium quote quality; bullish skew fading,True
