generated_at,symbol,prev_close,ma20,ma50,atr_pct,prior_high,prior_low,return_20d,price,session_open,gap,day_change,vwap,vwap_dist,volume_ratio,volume_ratio_tod,minutes_from_open,opening_range_high,opening_range_low,breakout_or,crossed_vwap,momentum_15m,near_support,market_regime,state,score,reason,stop,target_1r,target_2r,v2_state,v2_score,v2_reason,v2_stop,v2_target_1r,v2_target_2r,v3_state,v3_score,v3_reason,v3_stop,v3_target_1r,v3_target_2r
2026-09-22T17:35:56.195699+00:00,WMT,107.44000244140625,106.40749969482422,109.68039947509766,0.016647165425574696,107.76000213623047,106.08000183105469,0.03183396992819176,109.87999725341797,108.23799896240234,0.007427368790607458,0.022710301159406532,108.68697386162022,0.010976691588788778,0.6078989806410758,1.1642108962718796,245,108.36000061035156,107.61000061035156,True,False,-0.00018202249484255972,True,BULL_TREND,WATCH,55.0,holding above VWAP; opening-range breakout; near support; positive 1M trend,109.22071726989746,110.53927723693847,111.19855722045898,WATCH,55.0,trend 3/3; confirmed OR breakout; near support; tradable daily range,109.22071726989746,110.53927723693847,111.19855722045898,WATCH,67.0,trend 3/3; confirmed OR breakout; near support; tradable daily range; broad market bull trend; tight VWAP proximity,109.22071726989746,110.53927723693847,111.19855722045898
2026-09-22T17:35:56.195699+00:00,ASML,1711.3199462890625,1686.1920104980468,1720.4789990234376,0.032357656191312666,1722.3299560546875,1677.0899658203125,-0.006689163807172771,1728.489990234375,1696.0799560546875,-0.00890540092600589,0.010033216747426632,1721.433937356892,0.004098939102081811,0.19462401139580748,0.5125563037616185,246,1724.6700439453125,1694.2900390625,True,False,0.00024307114779387184,True,BULL_TREND,WATCH,55.0,holding above VWAP; opening-range breakout; near support; enough daily range,1708.9145305424297,1748.0654499263203,1767.6409096182656,WATCH,49.0,trend 2/3; confirmed OR breakout; near support; tradable daily range,1708.9145305424297,1748.0654499263203,1767.6409096182656,WATCH,61.0,trend 2/3; confirmed OR breakout; near support; tradable daily range; broad market bull trend; tight VWAP proximity,1708.9145305424297,1748.0654499263203,1767.6409096182656
2026-09-22T17:35:56.195699+00:00,MU,1043.9599609375,972.0499969482422,931.4550012207031,0.04297818636114287,1064.489990234375,1030.6800537109375,0.18871302454968442,1082.239990234375,1033.280029296875,-0.010230211924060928,0.036668101008872744,1069.8373993833234,0.011592968107303703,0.5434783703327657,1.3061230344843415,245,1078.8299560546875,1030.0150146484375,True,False,-0.0008032380173331743,False,BULL_TREND,WATCH,54.0,holding above VWAP; opening-range breakout; positive 1M trend; enough daily range,1066.0063903808593,1098.4735900878907,1114.7071899414063,WATCH,51.0,trend 3/3; confirmed OR breakout; tradable daily range,1066.0063903808593,1098.4735900878907,1114.7071899414063,WATCH,63.0,trend 3/3; confirmed OR breakout; tradable daily range; broad market bull trend; tight VWAP proximity,1066.0063903808593,1098.4735900878907,1114.7071899414063
2026-09-22T17:35:56.195699+00:00,CVX,203.6699981689453,208.5740058898926,199.75220245361328,0.022995874768054234,209.0,203.5,0.005466086178011809,204.20010375976562,201.8699951171875,-0.008837840958120458,0.0026027671998141155,203.3769201357124,0.004047576408886089,0.30109269983590004,0.7383814094948439,245,203.39999389648438,200.77999877929688,True,False,-7.292597699515291e-05,True,BULL_TREND,WATCH,51.0,holding above VWAP; opening-range breakout; near support; positive 1M trend,202.55658775497648,205.84361976455477,207.48713576934392,WATCH,49.0,trend 2/3; confirmed OR breakout; near support; tradable daily range,202.55658775497648,205.84361976455477,207.48713576934392,WATCH,61.0,trend 2/3; confirmed OR breakout; near support; tradable daily range; broad market bull trend; tight VWAP proximity,202.55658775497648,205.84361976455477,207.48713576934392
2026-09-22T17:35:56.195699+00:00,XOM,158.3000030517578,162.09859161376954,158.47763671875,0.02507444770062887,161.9499969482422,157.94000244140625,-0.026383427085824307,159.7218017578125,157.52999877929688,-0.004864208828910588,0.00898167200660005,158.70855419471462,0.006384328609375212,0.23993779173733387,0.8828506403150869,245,158.17999267578125,155.85000610351562,True,False,-0.00011395852463735867,True,BULL_TREND,WATCH,51.0,holding above VWAP; opening-range breakout; near support; enough daily range,158.32007417012323,161.12352934550177,162.52525693319103,NO TRADE,43.0,confirmed OR breakout; near support; tradable daily range,158.32007417012323,161.12352934550177,162.52525693319103,WATCH,55.0,confirmed OR breakout; near support; tradable daily range; broad market bull trend; tight VWAP proximity,158.32007417012323,161.12352934550177,162.52525693319103
2026-09-22T17:35:56.195699+00:00,LLY,1164.8900146484375,1154.9049926757812,1176.6340014648438,0.023021528334970048,1170.9000244140625,1134.4100341796875,-0.062289014298887,1169.260009765625,1146.1500244140625,-0.0160873473020805,0.0037514229345561034,1162.0756277379357,0.006182370455246611,0.4026403417270217,1.0505612550474313,245,1159.760009765625,1139.260009765625,True,False,-0.000265000416965977,True,BULL_TREND,NO TRADE,44.0,holding above VWAP; opening-range breakout; near support,1159.8386564096068,1178.6813631216432,1188.1027164776615,NO TRADE,43.0,confirmed OR breakout; near support; tradable daily range,1159.8386564096068,1178.6813631216432,1188.1027164776615,WATCH,55.0,confirmed OR breakout; near support; tradable daily range; broad market bull trend; tight VWAP proximity,1159.8386564096068,1178.6813631216432,1188.1027164776615
2026-09-22T17:35:56.195699+00:00,RGTI,16.530000686645508,15.600250101089477,15.971400127410888,0.05078643552918752,16.559999465942383,16.110000610351562,-0.005192485489528553,16.28499984741211,16.510000228881836,-0.0012099489977535072,-0.014821586754762417,16.283496443836082,9.232682803794745e-05,0.37866958925969735,0.8204770652042745,245,16.56999969482422,16.110000610351562,False,False,0.0012296623740668533,True,BULL_TREND,NO TRADE,37.0,holding above VWAP; near support; enough daily range,16.110000610351562,16.459999084472656,16.634998321533203,NO TRADE,21.0,trend 2/3; near support; tradable daily range,16.110000610351562,16.459999084472656,16.634998321533203,NO TRADE,33.0,trend 2/3; near support; tradable daily range; broad market bull trend; tight VWAP proximity,16.110000610351562,16.459999084472656,16.634998321533203
2026-09-22T17:35:56.195699+00:00,PLTR,183.08999633789062,176.49333877563475,160.47833526611328,0.03852048117113515,183.3800048828125,176.75999450683594,0.05006989165643794,184.69679260253906,185.0850067138672,0.010896337407177548,0.008775991571287722,183.75157448710942,0.00514400008853233,0.772904198519359,1.3459709263942001,245,185.5399932861328,182.7100067138672,False,False,-0.0006125477925986722,False,BULL_TREND,NO TRADE,36.0,holding above VWAP; positive 1M trend; enough daily range,182.7100067138672,186.68357849121094,188.6703643798828,NO TRADE,23.0,trend 3/3; tradable daily range,182.7100067138672,186.68357849121094,188.6703643798828,NO TRADE,35.0,trend 3/3; tradable daily range; broad market bull trend; tight VWAP proximity,182.7100067138672,186.68357849121094,188.6703643798828
2026-09-22T17:35:56.195699+00:00,NVDA,227.3800048828125,220.5523452758789,215.11633758544923,0.026001147222855583,228.5,221.55999755859375,0.09985087402459714,229.29690551757812,226.91000366210938,-0.0020670296886718953,0.008430383470849012,228.4814889236008,0.003568851891760705,0.3886467253195997,0.7350352076697726,245,229.60000610351562,226.5,False,False,-0.00075432824423316,False,BULL_TREND,NO TRADE,36.0,holding above VWAP; positive 1M trend; enough daily range,227.2102116082404,231.38359942691585,233.47029333625358,NO TRADE,23.0,trend 3/3; tradable daily range,227.2102116082404,231.38359942691585,233.47029333625358,NO TRADE,35.0,trend 3/3; tradable daily range; broad market bull trend; tight VWAP proximity,227.2102116082404,231.38359942691585,233.47029333625358
2026-09-22T17:35:56.195699+00:00,SNDK,1766.6400146484375,1619.7329895019532,1505.5127905273437,0.059381969742129816,1834.489990234375,1737.010009765625,0.26501885806145853,1888.824951171875,1758.550048828125,-0.004579295019490615,0.06916232821079427,1867.0594125140944,0.01165765722927481,0.27883840943277205,0.7317012166015828,245,1909.47998046875,1758.1400146484375,False,False,-3.974442332421724e-05,False,BULL_TREND,NO TRADE,36.0,holding above VWAP; positive 1M trend; enough daily range,1860.4925769042968,1917.1573254394532,1945.4896997070314,NO TRADE,5.0,trend 3/3; tradable daily range; already >5% up,1860.4925769042968,1917.1573254394532,1945.4896997070314,NO TRADE,17.0,trend 3/3; tradable daily range; already >5% up; broad market bull trend; tight VWAP proximity,1860.4925769042968,1917.1573254394532,1945.4896997070314
